City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,coihaique,-45.5752,-72.0662,58.95,51,0,4.61,CL,1675304425
282,azua,18.4532,-70.7349,69.06,70,5,7.31,DO,1675304426
283,pokhara,28.2333,83.9833,57.25,12,0,4.92,NP,1675304426
284,mogadishu,2.0371,45.3438,75.81,79,97,14.16,SO,1675304426
285,ayan,56.45,138.1667,-7.38,61,100,8.93,RU,1675304427
286,coquimbo,-29.9533,-71.3436,64.13,82,0,1.14,CL,1675304265
287,walvis bay,-22.9575,14.5053,64.09,90,100,5.95,NA,1675304427
288,mount gambier,-37.8333,140.7667,55.62,76,100,17.38,AU,1675304427
289,villa carlos paz,-31.4241,-64.4978,67.28,54,13,5.01,AR,1675304428
290,manakara,-22.1333,48.0167,71.38,91,100,2.68,MG,1675304428
291,cullera,39.1667,-0.25,45.64,85,1,1.99,ES,1675304150
292,valverde del camino,37.5751,-6.7543,37.02,65,0,3.09,ES,1675304428
293,okhotsk,59.3833,143.3,-0.49,86,100,14.14,RU,1675304429
294,sebring,27.4956,-81.4409,73.11,79,75,6.91,US,1675304369
295,bama,11.5221,13.6856,67.55,46,86,6.26,NG,1675304429
296,saskylakh,71.9167,114.0833,-12.23,98,100,7.14,RU,1675304430
297,fort nelson,58.8053,-122.7002,-11.61,77,0,9.22,CA,1675304430
298,misratah,32.3754,15.0925,57.16,64,99,1.34,LY,1675304430
299,bandundu,-3.3167,17.3667,72.39,81,22,3.22,CD,1675304431
300,mongu,-15.2484,23.1274,66.97,92,100,1.16,ZM,1675304431
301,kailua,21.4022,-157.7394,81.81,77,100,3.0,US,1675304259
302,bosaso,11.2842,49.1816,71.94,76,23,4.85,SO,1675304431
303,kudahuvadhoo,2.6708,72.8944,80.19,64,46,13.47,MV,1675304432
304,den helder,52.9599,4.7593,45.01,93,100,17.0,NL,1675304390
305,aksay,47.26,39.87,34.25,67,100,3.0,RU,1675304432
306,orikhiv,47.5673,35.7858,28.89,91,100,8.01,UA,1675304432
307,mineros,-17.1167,-63.2333,72.75,97,62,3.83,BO,1675304433
308,tay ninh,11.3,106.1,83.35,59,49,5.44,VN,1675304433
309,ilebo,-4.3167,20.5833,69.75,88,95,0.85,CD,1675304433
310,panzhihua,26.5851,101.7128,60.98,41,9,1.23,CN,1675304434
311,korla,41.7597,86.1469,18.79,79,8,2.93,CN,1675304434
312,calama,-22.4667,-68.9333,61.29,59,20,9.22,CL,1675304276
313,hilo,19.7297,-155.09,81.28,82,40,4.61,US,1675304434
314,ostrovnoy,68.0531,39.5131,16.9,92,49,20.47,RU,1675304435
315,kitob,39.0843,66.8332,46.83,90,100,6.98,UZ,1675304435
316,santa rosa,14.3122,121.1114,86.02,70,55,12.71,PH,1675304287
317,dongsheng,39.8161,109.9776,20.1,17,99,4.83,CN,1675304435
318,maniwaki,46.3834,-75.966,14.38,85,73,4.61,CA,1675304247
319,mukhen,48.1,136.1,1.69,79,94,8.63,RU,1675304436
320,aransas pass,27.9095,-97.15,39.97,95,100,11.5,US,1675304436
321,yarada,17.65,83.2667,74.12,58,65,6.91,IN,1675304436
322,kanigoro,-8.13,112.219,77.2,85,100,1.21,ID,1675304437
323,fairview,40.8126,-73.999,33.24,42,0,12.66,US,1675304213
324,barra dos coqueiros,-10.9089,-37.0386,80.62,78,20,9.22,BR,1675304437
325,vad,55.5301,44.2114,22.5,96,100,7.65,RU,1675304358
326,kamenka,51.3223,42.7678,27.97,97,100,6.73,RU,1675304275
327,baykit,61.67,96.37,-2.09,100,100,2.57,RU,1675304411
328,linguere,15.3953,-15.1193,71.49,13,20,9.44,SN,1675304438
329,nizhneangarsk,55.7833,109.55,1.6,93,100,1.21,RU,1675304438
330,cravo norte,6.3017,-70.2041,79.77,37,5,6.04,CO,1675304438
331,kirundo,-2.5833,30.1667,57.92,94,10,2.59,BI,1675304438
332,guerrero negro,27.9769,-114.0611,57.88,58,0,10.27,MX,1675304439
333,key west,24.5557,-81.7826,78.8,84,0,8.05,US,1675304439
334,koson,39.0375,65.585,46.72,92,100,5.93,UZ,1675304439
335,klaksvik,62.2266,-6.589,34.72,63,100,8.61,FO,1675304440
336,tulle,45.3333,1.8333,36.54,82,95,4.0,FR,1675304440
337,mweka,-4.85,21.5667,66.18,96,92,1.61,CD,1675304440
338,talnakh,69.4865,88.3972,7.21,96,100,8.32,RU,1675304441
339,mayfield,36.7417,-88.6367,31.82,76,96,3.94,US,1675304441
340,san miguel,13.4833,-88.1833,82.06,74,0,2.3,SV,1675304441
341,ichinohe,40.2069,141.3017,28.85,73,32,15.9,JP,1675304442
342,mackay,-21.15,149.2,96.67,63,43,3.42,AU,1675304431
343,ilulissat,69.2167,-51.1,14.02,52,75,20.71,GL,1675304442
344,road town,18.4167,-64.6167,77.09,73,0,17.72,VG,1675304442
345,ornskoldsvik,63.2909,18.7153,14.95,92,48,9.22,SE,1675304443
346,komsomolskiy,40.4272,71.7189,30.92,74,100,6.91,UZ,1675304303
347,asmar,35.0333,71.3581,47.25,52,100,9.82,AF,1675304443
348,the valley,18.217,-63.0578,77.09,77,0,18.12,AI,1675304443
349,belmonte,-15.8631,-38.8828,76.12,86,17,5.73,BR,1675304444
350,aberdeen,57.1437,-2.0981,39.69,96,100,3.44,GB,1675304444
351,hamilton,39.1834,-84.5333,29.08,62,0,4.61,US,1675304444
352,san vicente,-26.6167,-54.1333,68.95,79,0,2.19,AR,1675304445
353,lukovetskiy,64.2956,41.9211,18.28,97,95,5.68,RU,1675304445
354,vila franca do campo,37.7167,-25.4333,52.21,82,100,6.49,PT,1675304445
355,kalnibolotskaya,46.0058,40.4568,31.68,98,100,6.96,RU,1675304446
356,hvide sande,56.0045,8.1294,40.08,77,6,23.51,DK,1675304446
357,lolodorf,3.2333,10.7333,69.87,100,52,1.01,CM,1675304446
358,kapiri mposhi,-13.9652,28.6809,61.86,98,100,3.8,ZM,1675304447
359,asau,46.4333,26.4,31.12,87,97,8.48,RO,1675304447
360,polunochnoye,60.8697,60.4153,6.31,98,70,2.51,RU,1675304447
361,batticaloa,7.7102,81.6924,77.2,87,100,10.56,LK,1675304447
362,yining,29.0361,114.5636,45.43,58,100,4.0,CN,1675304448
363,kanniyakumari,8.0833,77.5667,77.97,71,100,7.34,IN,1675304448
364,la libertad,-2.2333,-80.9,80.26,78,0,6.91,EC,1675304448
365,montepuez,-13.1256,38.9997,68.27,99,99,2.57,MZ,1675304449
366,jalu,29.0331,21.5482,50.02,65,0,8.21,LY,1675304449
367,pangnirtung,66.1451,-65.7125,-21.26,77,100,2.64,CA,1675304449
368,mahibadhoo,3.7833,72.9667,79.16,70,100,11.72,MV,1675304450
369,fortuna,40.5982,-124.1573,47.98,73,0,0.0,US,1675304450
370,coffs harbour,-30.3,153.1333,91.13,74,2,20.71,AU,1675304450
371,nagyhegyes,47.5395,21.3444,35.74,83,100,16.04,HU,1675304450
372,gamba,-2.65,10.0,76.1,89,47,3.76,GA,1675304451
373,montrose,38.4166,-108.2673,17.01,76,3,1.48,US,1675304290
374,lata,40.1629,-8.3327,40.05,86,0,4.21,PT,1675304451
375,beringovskiy,63.05,179.3167,21.65,96,100,9.01,RU,1675304452
376,kampene,-3.6,26.6667,66.13,98,69,2.26,CD,1675304329
377,yima,34.7381,111.8839,32.18,18,100,6.67,CN,1675304452
378,zatoka,46.0725,30.4654,34.09,78,50,11.54,UA,1675304452
379,cairns,-16.9167,145.7667,95.11,64,70,11.5,AU,1675304305
380,pacific grove,36.6177,-121.9166,54.25,77,0,8.01,US,1675304453
381,saint-georges,12.0564,-61.7485,73.08,83,20,0.0,GD,1675304453
382,gladstone,-23.85,151.25,87.73,66,75,8.05,AU,1675304454
383,kalmunai,7.4167,81.8167,77.07,89,90,7.43,LK,1675304454
384,soyo,-6.1349,12.3689,77.68,83,81,7.61,AO,1675304454
385,osmena,10.5208,119.9258,80.11,83,10,18.16,PH,1675304455
386,riyadh,24.6877,46.7219,55.54,71,66,8.1,SA,1675304433
387,manavalakurichi,8.1333,77.3,77.22,74,100,3.18,IN,1675304455
388,samarai,-10.6167,150.6667,85.39,69,100,11.99,PG,1675304455
389,vila velha,-20.3297,-40.2925,76.95,89,40,8.05,BR,1675304456
390,bumba,2.1833,22.4667,72.54,74,93,3.51,CD,1675304168
391,oranjemund,-28.55,16.4333,61.57,97,42,8.39,NA,1675304456
392,katangli,51.7102,143.2326,-3.95,83,67,7.96,RU,1675304237
393,ponta delgada,37.7333,-25.6667,52.52,76,20,6.91,PT,1675304456
394,blagoveshchenka,52.8333,79.8667,13.57,96,100,5.79,RU,1675304457
395,abbeville,50.1,1.8333,48.25,92,32,12.82,FR,1675304457
396,desert hot springs,33.9611,-116.5017,60.22,17,0,5.75,US,1675304449
397,mozelos,41.8677,-8.3978,46.89,76,0,4.45,PT,1675304207
398,mazyr,52.0495,29.2456,32.38,95,100,10.27,BY,1675304457
399,mugur-aksy,50.35,90.5,-0.89,52,37,5.01,RU,1675304458
400,dryden,49.7833,-92.7503,-1.91,78,100,10.36,CA,1675304458
401,aripuana,-9.1667,-60.6333,71.82,93,77,1.99,BR,1675304458
402,shimoda,34.6667,138.95,47.1,57,100,11.56,JP,1675304459
403,nioro,13.35,-15.75,72.07,23,4,8.93,GM,1675304459
404,kieta,-6.2167,155.6333,85.87,66,72,9.13,PG,1675304377
405,huancavelica,-12.7667,-74.9833,39.52,97,100,2.84,PE,1675304459
406,manzhouli,49.6,117.4333,-3.33,90,23,4.09,CN,1675304460
407,chicama,-7.8447,-79.1469,70.34,67,40,3.65,PE,1675304460
408,nicoya,10.1483,-85.452,75.51,70,55,10.54,CR,1675304461
409,orange,33.7,-117.7675,62.89,42,20,3.44,US,1675304206
410,vegreville,53.5001,-112.0518,-3.3,70,100,4.61,CA,1675304461
411,antofagasta,-23.65,-70.4,69.08,81,24,4.61,CL,1675304280
412,cranbrook,49.4999,-115.7688,19.24,86,75,3.44,CA,1675304461
413,berezovyy,51.6667,135.7,-3.15,85,85,1.52,RU,1675304462
414,quarai,-30.3875,-56.4514,84.63,33,55,7.65,BR,1675304462
415,ramhormoz,31.28,49.6035,53.6,75,0,3.06,IR,1675304463
416,plessisville,46.2186,-71.762,8.06,96,90,8.14,CA,1675304463
417,spirit river,55.7833,-118.8361,-8.97,96,100,7.47,CA,1675304463
418,tyubuk,56.0552,60.9405,3.24,99,95,2.37,RU,1675304464
419,cockburn town,21.4612,-71.1419,77.63,71,0,20.47,TC,1675304464
420,calabozo,8.9242,-67.4293,80.33,39,0,9.17,VE,1675304384
421,arlit,18.7369,7.3853,62.73,16,11,9.1,NE,1675304464
422,sabha,27.0377,14.4283,46.51,61,12,8.25,LY,1675304465
423,kuala terengganu,5.3302,103.1408,80.98,94,100,4.36,MY,1675304465
424,santa clara,22.4,-79.9667,71.26,94,20,6.91,CU,1675304466
425,masuda,34.6667,131.85,46.67,49,75,8.05,JP,1675304466
426,huamachuco,-7.8,-78.0667,51.49,91,100,2.82,PE,1675304466
427,penzance,50.1186,-5.5371,48.88,73,93,13.53,GB,1675304467
428,bonavista,48.6499,-53.1147,16.09,57,24,9.71,CA,1675304467
429,aras,42.5617,-2.356,30.63,86,0,9.22,ES,1675304467
430,grootfontein,-19.5667,18.1167,65.5,87,100,3.09,NA,1675304468
431,wajir,1.7471,40.0573,74.73,75,2,11.48,KE,1675304468
432,pouembout,-21.1333,164.9,87.28,56,100,5.08,NC,1675304468
433,mujiayingzi,42.1167,118.7833,14.83,29,3,5.14,CN,1675304469
434,kozhva,65.1073,57.0459,22.42,92,94,9.73,RU,1675304469
435,nicolas bravo,18.45,-88.9167,68.2,88,1,2.84,MX,1675304470
436,turukhansk,65.8167,87.9833,10.0,96,100,8.7,RU,1675304470
437,kaeo,-35.1,173.7833,78.33,83,100,4.9,NZ,1675304470
438,marabba,12.35,32.1833,70.29,16,58,14.72,SD,1675304470
439,san quintin,30.4833,-115.95,56.62,59,0,7.05,MX,1675304471
440,vanimo,-2.6741,141.3028,86.5,60,24,3.98,PG,1675304471
441,nouadhibou,20.931,-17.0347,61.56,78,100,22.03,MR,1675304472
442,wagar,16.1525,36.2032,69.19,73,4,13.06,SD,1675304472
443,kushima,31.4583,131.2333,57.42,64,49,10.11,JP,1675304472
444,tiznit,29.5833,-9.5,48.72,36,0,3.4,MA,1675304473
445,ondangwa,-17.9167,15.95,71.6,26,69,3.44,NA,1675304473
446,lambarene,-0.7001,10.2406,74.61,93,67,2.19,GA,1675304473
447,ewa beach,21.3156,-158.0072,81.77,70,40,9.22,US,1675304474
448,sao jose da coroa grande,-8.8978,-35.1478,78.26,78,14,5.44,BR,1675304474
449,barquisimeto,10.0739,-69.3228,64.81,82,0,3.76,VE,1675304474
450,sinnamary,5.3833,-52.95,75.76,88,100,7.05,GF,1675304475
451,natal,-5.795,-35.2094,80.82,78,40,10.36,BR,1675304475
452,nacala,-14.5428,40.6728,74.73,93,66,4.36,MZ,1675304475
453,rio gallegos,-51.6226,-69.2181,60.85,39,0,1.14,AR,1675304241
454,kenai,60.5544,-151.2583,30.09,93,100,4.61,US,1675304473
455,korem,12.5058,39.5228,50.0,55,94,1.99,ET,1675304476
456,aksu,41.1231,80.2644,13.39,85,99,2.95,CN,1675304476
457,bengkulu,-3.8004,102.2655,80.31,74,96,5.26,ID,1675304477
458,kavaratti,10.5669,72.642,80.01,76,92,10.38,IN,1675304477
459,verkhnevilyuysk,63.4453,120.3167,-8.21,97,100,5.64,RU,1675304477
460,midland,31.9974,-102.0779,30.87,87,100,0.0,US,1675304449
461,suntar,62.1444,117.6319,-14.71,95,100,5.99,RU,1675304478
462,qui nhon,13.7667,109.2333,74.17,90,100,7.02,VN,1675304478
463,chunoyar,57.4467,97.3217,-5.73,100,100,2.66,RU,1675304478
464,belaya gora,68.5333,146.4167,-15.34,97,97,2.06,RU,1675304479
465,birin,26.8865,88.0718,51.69,59,0,2.55,NP,1675304479
466,roxana,10.2753,-83.7513,70.02,90,13,3.24,CR,1675304479
467,grand-santi,4.25,-54.3833,71.24,99,100,2.08,GF,1675304480
468,dothan,31.2232,-85.3905,61.0,90,75,0.0,US,1675304280
469,poum,-20.2333,164.0167,81.41,64,100,9.01,NC,1675304480
470,hobyo,5.3505,48.5268,75.27,69,25,14.97,SO,1675304480
471,blackwater,-23.5833,148.8833,93.36,37,14,9.01,AU,1675304481
472,saint-joseph,-21.3667,55.6167,73.78,80,16,6.55,RE,1675304481
473,iqaluit,63.7506,-68.5145,-25.87,62,100,3.44,CA,1675304481
474,salinopolis,-0.6136,-47.3561,75.63,87,100,1.12,BR,1675304482
475,zhicheng,30.2956,111.5047,39.78,56,100,9.98,CN,1675304482
476,tuy hoa,13.0833,109.3,74.32,92,98,5.73,VN,1675304482
477,hervey bay,-25.2986,152.8535,81.9,79,19,5.03,AU,1675304483
478,port-gentil,-0.7193,8.7815,80.65,80,42,5.39,GA,1675304483
479,dakoro,14.5106,6.765,65.89,17,67,10.98,NE,1675304239
480,eureka,40.8021,-124.1637,48.25,80,16,3.8,US,1675304483
481,preobrazheniye,42.9019,133.9064,17.24,45,1,9.08,RU,1675304484
482,maceio,-9.6658,-35.7353,74.64,94,20,2.3,BR,1675304484
483,lasem,-6.6922,111.4527,78.01,87,100,5.21,ID,1675304485
484,zyryanka,65.75,150.85,-24.38,97,93,5.19,RU,1675304485
485,kaduy,59.2,37.15,18.57,98,98,5.08,RU,1675304485
486,nokha,27.6,73.4167,56.34,35,0,5.19,IN,1675304486
487,berdigestyakh,62.0989,126.6992,-16.11,97,100,1.99,RU,1675304486
488,grand forks,47.9417,-97.4337,-0.47,78,75,4.61,US,1675304486
489,roebourne,-20.7833,117.1333,92.43,48,12,8.5,AU,1675304487
490,dakar,14.6937,-17.4441,65.28,79,1,19.37,SN,1675304403
491,hurricane,37.1753,-113.2899,42.03,56,3,8.12,US,1675304312
492,kushmurun,52.4503,64.6311,-4.34,90,6,5.12,KZ,1675304487
493,fort morgan,40.2503,-103.8,23.65,68,0,0.0,US,1675304368
494,san luis,-33.295,-66.3356,65.14,90,40,14.5,AR,1675304291
495,rafai,4.95,23.9167,69.03,65,5,2.3,CF,1675304488
496,atambua,-9.1061,124.8925,81.1,73,100,5.68,ID,1675304488
497,marfino,55.7028,37.3822,28.65,79,75,8.95,RU,1675304488
498,vinces,-1.55,-79.7333,75.7,89,94,3.56,EC,1675304489
499,kasempa,-13.4584,25.8338,62.31,95,100,2.8,ZM,1675304489
500,beni mazar,28.4962,30.8029,48.52,64,1,6.2,EG,1675304489
501,shuangcheng,45.35,126.2833,4.68,72,3,8.21,CN,1675304490
502,marataizes,-21.0433,-40.8244,74.93,89,87,11.54,BR,1675304490
503,balud,10.1476,123.6953,87.76,77,64,13.87,PH,1675304491
504,shingu,33.7333,135.9833,47.88,43,100,3.02,JP,1675304491
505,voyvozh,62.892,54.9635,22.57,96,84,6.17,RU,1675304492
506,gorontalo,0.5412,123.0595,82.69,71,88,5.75,ID,1675304492
507,ixtapa,20.7,-105.2,72.63,83,40,4.61,MX,1675304492
508,isangel,-19.55,169.2667,84.04,74,98,6.15,VU,1675304493
509,shirokiy,49.758,129.523,-4.41,89,6,9.75,RU,1675304493
510,rorvik,64.8621,11.2373,30.31,93,100,5.75,NO,1675304494
511,namatanai,-3.6667,152.4333,85.82,60,77,4.83,PG,1675304494
512,yarkovo,57.4028,67.0786,10.35,96,91,3.94,RU,1675304494
513,luderitz,-26.6481,15.1594,62.78,78,45,18.32,NA,1675304495
514,kilindoni,-7.9139,39.6668,79.61,83,82,4.81,TZ,1675304495
515,luorong,24.4058,109.6086,62.47,64,100,6.31,CN,1675304495
516,roma,43.2128,-75.4557,23.38,63,100,1.99,US,1675304302
517,palmer,42.1584,-72.3287,25.63,58,0,5.75,US,1675304436
518,wunstorf,52.4333,9.4167,42.4,79,75,21.99,DE,1675304496
519,lethem,3.3803,-59.7968,78.98,66,14,12.46,GY,1675304496
520,mulbagal,13.1667,78.4,64.63,63,83,5.82,IN,1675304496
521,sioux lookout,50.1001,-91.917,-3.93,77,40,9.22,CA,1675304200
522,aitape,-3.1374,142.3475,86.04,60,93,4.43,PG,1675304497
523,slavyanka,42.8633,131.3847,17.51,52,1,9.28,RU,1675304497
524,pietarsaari,63.65,22.6833,28.89,93,100,3.0,FI,1675304497
525,narsaq,60.9167,-46.05,17.82,92,100,4.59,GL,1675304498
526,ekhabi,53.5102,142.9671,-10.46,88,78,12.21,RU,1675304498
527,camocim,-2.9022,-40.8411,76.71,88,100,10.07,BR,1675304498
528,maurawan,26.4333,80.8833,50.04,67,0,7.38,IN,1675304499
529,port macquarie,-31.4333,152.9167,85.89,58,3,16.49,AU,1675304499
530,nsanje,-16.92,35.262,71.4,98,67,2.19,MW,1675304499
531,marzuq,14.4,46.4667,61.21,48,9,3.67,YE,1675304500
532,libourne,44.9167,-0.25,41.5,88,22,4.68,FR,1675304500
533,shiyan,32.6475,110.7781,38.25,29,100,5.35,CN,1675304500
534,minab,27.1467,57.0801,64.49,82,33,2.55,IR,1675304501
535,cuamba,-14.8031,36.5372,69.15,96,96,2.46,MZ,1675304501
536,whithorn,18.2604,-78.0378,74.46,83,86,4.5,JM,1675304501
537,alice springs,-23.7,133.8833,81.95,28,0,11.5,AU,1675304501
538,am timan,11.0297,20.2827,74.64,20,1,6.89,TD,1675304502
539,laguna,38.421,-121.4238,52.75,60,75,3.44,US,1675304330
540,nemuro,43.3236,145.575,24.17,67,99,31.63,JP,1675304502
541,pionerskiy,54.9508,20.2275,35.74,87,88,13.02,RU,1675304221
542,huntsville,34.7304,-86.5861,37.2,96,100,8.05,US,1675304463
543,barbacoas,1.6715,-78.1398,74.16,96,100,1.61,CO,1675304503
544,port hardy,50.6996,-127.4199,41.18,87,100,20.71,CA,1675304503
545,bull savanna,17.8868,-77.5902,71.55,78,78,5.68,JM,1675304504
546,rock sound,24.9,-76.2,75.6,74,0,9.46,BS,1675304504
547,tagusao,9.1924,117.8141,82.67,72,54,5.32,PH,1675304504
548,verkhniy baskunchak,48.2256,46.7217,22.96,92,100,6.69,RU,1675304505
549,samarinda,-0.5,117.15,76.14,92,100,2.37,ID,1675304505
550,lasa,46.6166,10.7002,38.28,94,60,7.56,IT,1675304505
551,tazovskiy,67.4667,78.7,-0.54,99,92,6.93,RU,1675304506
552,hohhot,40.8106,111.6522,17.89,35,20,2.24,CN,1675304506
553,mascote,-15.5631,-39.3025,70.9,98,12,1.05,BR,1675304506
554,campobasso,41.6333,14.5833,40.41,93,3,5.59,IT,1675304464
555,tame,6.461,-71.73,74.75,47,12,5.28,CO,1675304507
556,malakal,9.5334,31.6605,78.78,18,62,11.48,SS,1675304507
557,labrea,-7.2586,-64.7981,74.26,97,100,0.85,BR,1675304507
558,puerto leguizamo,-0.1934,-74.7819,73.45,57,7,2.59,CO,1675304508
559,whyalla,-33.0333,137.5833,70.57,44,21,19.35,AU,1675304508
560,prestice,49.573,13.3335,36.27,90,75,6.91,CZ,1675304508
561,mitu,1.1983,-70.1733,77.02,62,63,2.3,CO,1675304509
562,cukai,4.25,103.4167,77.38,92,100,4.83,MY,1675304509
563,kovdor,67.5662,30.4758,16.92,97,100,4.05,RU,1675304509
564,tsurib,42.2368,46.8307,26.94,51,70,8.86,RU,1675304509
